age,gender,urban_rural,last_year_income,gas_price,owns_ev,miles_driven,fixed_expenses
40,1,0,68735.59,3.03,0,12541,22713.52
47,1,0,73388.0,3.02,0,13428,14230.93
51,0,0,90113.52,3.05,1,13416,21151.9
39,0,0,69388.43,2.98,1,13559,13974.7
52,0,0,94308.52,2.84,1,12730,16406.27
44,0,0,81357.11,2.96,0,12176,20184.18
41,1,1,58289.08,3.1,1,12540,16932.85
29,1,0,59289.27,2.99,1,13049,17340.01
45,0,0,107422.44,2.96,1,12728,29551.47
44,1,0,68688.54,3.05,0,14874,11501.59
34,0,1,63723.33,2.95,1,15395,12519.25
39,0,0,68312.69,3.02,0,11722,15499.3
31,1,0,68998.22,3.07,0,12988,13827.01
42,1,1,84341.52,3.07,0,13607,25845.27
49,0,0,60929.5,3.19,1,13136,17305.8
41,0,1,101652.05,3.04,0,14140,19716.65
40,0,0,88914.16,2.92,1,14421,15755.6
64,0,0,114984.82,2.99,0,14304,17297.84
55,1,0,84697.91,3.11,1,12839,18817.37
30,0,0,121309.37,3.03,1,15306,27231.93
30,1,0,57941.02,2.91,0,10950,24091.6
34,1,0,82102.67,2.93,0,12265,29643.64
30,0,1,41779.38,2.87,0,12004,17084.32
31,0,1,111609.58,3.01,0,13983,26987.81
49,0,1,61934.4,3.02,1,12499,16009.76
47,0,0,71897.02,2.99,0,12134,21055.0
40,1,0,73287.02,2.87,1,12949,17309.75
28,1,0,95000.63,2.93,0,14538,19558.52
44,1,0,74077.65,2.95,1,12422,15149.61
35,1,0,70548.61,2.82,1,13238,17235.19
46,0,1,65856.05,2.91,0,12094,31015.67
27,1,0,54682.56,2.81,1,10827,25024.33
48,0,0,76287.61,2.9,0,12040,14363.55
49,1,0,80015.7,3.04,0,13000,24447.81
45,1,1,84524.88,2.95,0,12420,26151.34
67,0,1,88331.61,3.0,0,14851,15009.62
37,1,1,76072.81,2.89,0,13625,17936.08
54,1,0,74468.25,3.08,0,12831,14412.3
41,0,0,125483.97,2.9,0,13563,31652.63
49,0,0,83190.46,2.88,1,11554,28463.19
37,0,0,79026.75,2.7,0,11969,25025.6
28,0,0,73085.7,2.91,1,11509,23634.7
25,1,0,97877.8,3.03,1,12911,26122.48
47,0,1,81878.14,2.91,0,12652,18048.39
48,0,0,57921.54,3.15,0,12577,11170.24
41,1,0,83664.85,2.91,0,13658,14188.52
36,1,0,55240.74,2.85,0,14049,11309.97
32,1,0,57353.04,3.15,0,13276,17857.4
31,1,0,60153.92,3.15,1,13068,10092.67
53,0,0,83204.27,3.08,0,11663,27365.31
38,0,1,62399.11,3.03,0,13638,16761.69
40,1,0,152277.04,3.06,0,16369,17085.5
35,1,1,74301.88,3.06,0,13231,19457.66
33,1,1,56955.43,2.95,0,13704,14537.06
37,1,0,65414.0,3.09,1,12839,13770.98
45,0,1,123053.4,3.02,1,14986,20132.13
51,0,0,94906.87,2.82,1,13286,21948.78
41,1,1,75694.83,2.82,0,13484,13221.41
69,1,1,80644.27,2.99,1,13661,18383.43
52,1,0,94394.6,2.97,1,13175,20136.58
37,0,1,88517.48,2.9,1,13955,13752.07
39,0,0,88887.12,3.07,0,12551,19014.78
36,0,0,41096.38,2.99,0,11846,19197.66
44,0,0,95633.2,3.23,1,14029,17017.29
41,1,0,58455.79,2.95,0,12068,17083.91
28,1,0,73358.86,2.69,0,12262,21171.59
54,0,0,101887.68,2.96,0,12579,22280.58
49,1,0,61462.19,3.0,1,11486,13004.93
31,0,0,58509.61,3.06,0,11556,18964.04
35,1,0,53273.0,2.92,1,12851,14751.04
33,1,0,78994.74,2.9,1,16467,32750.27
42,1,0,91246.77,2.92,0,14176,21901.71
52,1,0,73826.32,3.17,1,10894,26293.58
62,0,0,74145.47,3.14,0,12858,22396.09
57,0,0,70716.92,3.22,0,11140,20960.8
62,0,0,119015.32,2.79,1,14276,18963.42
45,0,0,80183.2,2.9,0,12298,16510.94
36,1,0,76390.4,3.07,1,12582,21451.11
48,0,0,86062.57,3.1,0,11926,26287.29
61,0,0,100049.01,3.01,1,14088,16755.65
61,1,1,80084.59,3.02,0,13427,16116.8
37,1,0,55557.44,2.81,0,10800,23574.93
35,1,0,98852.78,2.83,1,14227,17038.03
25,1,0,89417.16,3.06,0,15401,13666.87
54,1,0,65953.33,2.91,0,11646,19304.43
39,0,0,74136.72,2.98,0,14926,20293.85
43,1,1,95204.35,3.02,1,15751,18225.94
30,1,0,75130.21,2.89,0,13542,25134.79
58,0,1,56198.44,2.94,1,11291,24447.7
53,1,1,59392.15,2.97,0,12353,16565.21
58,1,0,76937.05,3.05,0,13605,17294.04
28,1,0,54318.96,2.91,0,11121,22460.97
37,1,1,91511.57,3.08,0,15580,20163.29
47,0,0,65865.55,2.95,0,12346,14144.35
43,1,0,77105.75,2.91,0,15214,27850.13
47,0,0,81860.77,2.88,0,12035,19203.78
45,1,1,50977.2,2.86,0,12325,20224.52
53,1,1,61049.58,2.88,0,12629,10691.4
66,1,1,124914.45,3.04,1,16581,24248.21
38,1,0,73268.05,3.18,0,12915,23053.0
50,1,0,95838.96,3.06,0,13689,14280.04
63,1,0,84881.57,2.98,1,14520,19968.57
55,1,0,92171.98,2.83,0,13079,21899.68
40,1,0,107769.21,3.03,0,13952,19984.34
57,1,0,81550.72,3.01,1,11873,25002.42
32,1,1,71137.26,2.92,0,13515,14355.37
34,0,0,76969.03,2.97,0,11295,35803.64
53,1,1,50251.44,2.94,0,11213,25168.73
31,0,0,71166.78,2.79,1,12720,16794.33
46,1,1,80543.26,3.0,1,13597,23156.42
48,0,0,107331.92,3.13,0,13157,18381.49
42,0,0,79392.45,3.11,1,11711,17893.39
37,1,1,49198.98,3.06,0,12915,17262.17
30,1,0,74726.42,3.06,0,14125,16181.75
49,1,0,124162.48,3.01,1,14731,18266.11
42,0,0,78091.91,2.96,1,11383,24861.11
41,0,0,78729.52,3.12,0,13605,14212.04
34,0,0,73068.51,3.0,0,13637,16256.58
48,1,0,99583.87,3.08,0,14069,21844.55
51,1,0,101437.1,3.15,1,13928,21975.44
50,1,1,69078.44,3.09,0,13273,17606.14
36,1,0,108178.25,2.92,0,14003,30972.27
32,0,0,43484.6,2.84,0,11459,24587.27
31,1,0,82595.59,2.9,1,11902,39024.11
43,1,1,80290.92,3.11,0,12751,20197.49
31,0,1,110262.26,2.88,1,16577,20771.6
38,1,0,88089.66,3.07,1,13590,15053.31
36,0,0,98140.14,2.95,0,14532,11962.59
38,0,0,104153.68,2.91,1,15138,22094.11
42,0,0,74669.4,2.96,0,15706,16360.51
68,0,0,81616.68,3.11,0,12888,13717.4
29,0,0,76027.91,3.07,0,12402,15710.04
37,1,0,90769.54,3.12,1,14505,24296.08
36,0,0,122323.07,3.09,1,14280,23599.26
57,0,0,89150.97,2.95,0,13006,13132.14
39,1,1,85478.49,3.05,0,14474,14846.18
52,0,0,77423.63,3.0,0,12336,17115.49
41,1,1,68326.4,3.03,0,14326,14388.53
41,0,0,108693.43,3.34,1,13898,17347.45
42,0,0,69441.84,3.1,1,12042,16723.07
54,1,1,124253.31,3.06,0,14767,25549.26
33,1,0,83901.55,3.1,0,13264,23779.03
33,1,1,70012.73,2.85,0,12350,27197.57
32,0,0,62963.88,2.88,1,16372,18255.53
41,0,0,59433.22,2.97,0,12908,12820.05
47,0,0,79474.36,2.98,0,10799,29082.91
45,1,1,66894.05,3.06,1,10849,34934.75
47,1,1,79637.83,3.01,0,13364,25242.22
43,1,1,70075.64,2.97,0,12050,21648.57
35,0,0,68730.65,2.76,1,12529,16447.14
43,1,1,47511.08,2.86,0,11267,28252.9
26,1,0,43451.7,3.23,0,12791,8374.2
49,0,0,75007.93,2.92,1,12456,16393.15
30,1,0,104089.55,2.82,1,13729,21652.1
40,0,0,81647.36,3.0,1,14981,18300.24
32,0,0,95586.53,3.02,0,14089,27313.38
36,1,0,113475.68,2.8,1,15764,16029.19
44,0,0,119271.06,3.09,1,13773,21684.18
37,0,0,51399.9,3.02,0,13446,13195.35
30,0,0,107897.59,3.01,0,14081,17634.19
35,1,0,94149.27,2.99,0,14315,31391.87
60,1,0,68333.91,2.85,0,13841,13030.34
68,0,0,70741.12,3.17,0,13009,20171.51
43,1,0,102051.97,3.03,0,14381,14601.77
30,1,1,121333.77,2.97,1,14951,27386.17
39,0,0,73949.34,2.98,1,12500,12583.37
57,1,1,82031.55,2.98,1,13696,13519.81
37,0,0,77539.71,2.97,0,12668,21435.65
36,1,0,41486.74,2.94,0,12786,16269.78
55,1,0,114363.87,3.03,1,16572,28959.62
51,0,1,72661.37,3.07,0,12829,20825.48
43,0,0,61575.12,3.32,0,11141,17178.97
49,0,0,84842.78,3.15,0,13353,19701.7
44,1,0,87910.67,2.91,1,12163,25912.06
47,1,1,67066.57,2.99,0,11983,18323.56
37,1,0,96011.66,2.97,0,14158,38192.28
33,0,0,55036.8,3.21,0,11601,19516.62
46,0,1,72881.83,3.04,1,13524,14138.55
44,1,0,77874.1,3.12,1,13989,15460.28
47,0,0,93459.34,2.99,1,11324,34074.48
36,1,0,79937.56,3.05,1,13417,24789.62
34,1,0,100854.57,2.99,1,16451,33726.88
51,1,0,84810.93,2.83,0,13018,20523.72
44,1,0,94525.88,3.11,1,15372,14195.44
25,0,0,69295.17,2.82,0,12272,16209.91
41,0,0,71342.56,2.89,0,12106,27401.68
35,0,1,94964.87,3.03,0,13870,26034.98
56,0,1,122080.94,2.94,1,15261,16627.78
25,1,0,55499.8,2.96,0,13285,24836.69
64,0,0,81180.04,3.01,0,13808,11257.03
44,1,0,84696.25,2.88,0,14136,16622.69
41,0,0,105604.19,3.02,0,13276,17471.74
42,0,0,92403.15,2.93,0,12610,17425.96
27,0,1,48623.46,3.03,1,12944,11884.76
40,0,0,76046.95,2.9,0,11016,24758.99
36,1,1,61459.34,3.11,0,13043,8700.38
39,0,1,62630.56,2.81,0,11746,25664.38
50,1,0,77479.36,2.98,0,13457,26946.27
45,0,0,90759.82,3.12,1,11257,25819.87
39,1,1,81649.21,2.85,0,14388,14810.3
62,1,0,85562.31,2.9,0,13291,17588.56
50,1,0,95590.06,3.14,1,14251,19816.98
27,0,1,76852.85,3.15,0,9725,46219.76
48,1,0,71824.23,2.81,0,12866,36206.82
24,0,1,60241.02,3.02,0,12706,16505.44
39,1,0,50613.97,2.89,1,14429,9802.56
40,1,1,86259.72,3.16,0,13947,13760.61
48,1,0,69305.5,3.02,0,14031,17418.99
61,0,0,75536.91,3.22,1,12641,23736.0
42,1,0,83533.66,3.15,1,13171,17901.37
42,1,0,102095.42,3.14,1,14122,22217.39
32,1,0,48209.62,2.76,0,11178,21291.74
58,1,0,106868.16,3.05,0,13493,28091.37
27,1,0,92120.44,2.96,1,14423,25051.5
34,0,0,61830.43,3.0,0,11824,17137.86
57,1,1,91460.08,2.97,0,13869,16465.03
60,0,0,92143.0,3.1,1,13011,16097.17
39,1,1,79919.45,3.09,0,13647,30087.7
51,1,1,65201.02,2.94,0,12518,16256.11
48,0,0,105503.83,2.92,0,14081,29118.88
54,1,0,74455.46,3.13,1,12247,21189.52
29,0,0,109217.13,3.06,1,13925,20673.91
25,0,0,68225.97,3.08,1,12065,16666.0
50,1,0,64971.92,2.97,1,12258,15261.99
32,0,0,66168.21,3.0,1,12788,10065.2
63,0,0,75988.54,2.95,1,13078,13220.35
44,0,0,91806.51,3.21,1,13377,33783.49
46,0,0,96897.76,3.09,1,13283,15700.27
38,1,0,73571.31,3.05,0,13148,20303.88
38,0,0,53985.36,3.05,0,11203,13194.21
40,1,0,124139.47,2.91,0,13465,32746.53
53,0,0,92693.73,3.19,0,13453,12857.39
39,0,0,88882.08,3.13,1,13614,16878.68
56,0,0,71687.1,2.93,0,9909,36130.64
62,0,0,93469.29,3.09,0,11199,39832.09
48,1,0,85482.61,2.85,0,12739,19696.83
50,0,0,75165.26,2.96,0,13078,18079.3
31,0,0,68975.14,3.06,1,12032,18298.37
36,1,0,57982.45,2.92,0,12400,12876.71
52,0,0,102614.08,3.09,1,12898,20758.73
40,1,0,88396.93,2.92,1,13069,18690.67
47,1,0,66571.66,2.98,0,10637,24379.05
47,1,0,100448.42,3.02,1,12792,22038.14
36,0,0,86982.96,3.14,1,11931,24095.63
46,1,0,67525.71,3.22,0,11019,24889.49
31,0,1,57971.51,3.07,0,12620,16591.48
38,1,0,75256.12,3.11,0,13074,10334.06
48,0,1,84912.02,2.77,1,13165,14349.9
56,0,0,92840.96,3.23,0,12293,23111.15
59,1,1,82401.2,2.91,1,12673,24150.41
47,1,0,107146.07,2.94,0,14137,23306.21
28,1,0,126388.65,2.99,0,15379,21803.67
33,1,0,58469.89,3.13,0,11852,29932.29
54,1,0,97746.17,3.05,0,12281,24302.31
64,0,0,88048.26,2.97,0,13049,14386.14
41,0,1,67844.03,3.05,0,11404,25294.47
40,0,1,99284.74,3.08,1,13309,25316.36
31,1,0,57854.87,2.98,1,13500,10078.88
61,1,1,75090.71,3.07,0,12645,26723.59
40,0,0,71055.5,2.87,0,14656,36494.2
42,0,1,67629.06,3.08,1,12381,14977.83
27,0,0,59813.78,2.97,0,12674,12835.49
54,0,0,108196.61,3.15,0,13468,17427.37
45,1,0,105941.35,2.99,1,14043,18803.75
24,0,0,80089.92,2.95,0,12576,19631.02
50,0,1,68718.13,2.76,0,13105,11984.07
38,0,0,110337.91,2.73,0,12401,36968.45
29,0,0,86206.4,3.01,0,15460,17839.96
39,1,0,94239.52,2.88,0,13820,18637.72
40,0,1,88554.23,2.88,0,14355,22234.01
50,1,1,109712.86,3.29,0,13912,25059.19
27,0,1,75821.5,3.09,1,12101,26335.98
49,0,0,97645.25,2.81,1,13018,24596.2
44,0,0,103295.78,2.93,1,14019,19231.32
35,1,0,87148.51,2.99,1,14607,26564.9
55,1,0,63376.8,3.15,0,11879,24362.89
38,0,1,53611.94,3.12,1,11811,13673.53
26,1,0,51591.55,2.95,0,10305,29825.76
40,1,0,54599.42,2.87,0,11733,21195.52
45,1,1,90933.26,2.73,0,14741,20795.82
40,1,0,68661.94,3.11,1,12464,18855.36
31,1,0,56705.64,3.04,0,10170,34968.1
51,1,0,88422.0,3.07,0,11548,34237.33
38,1,0,54347.19,2.85,1,12267,12030.09
34,1,0,63383.9,3.15,1,14439,11266.41
38,0,0,104417.15,3.05,0,13039,18388.05
69,0,0,90363.23,2.87,0,13454,22126.09
42,0,0,74023.89,2.97,0,12560,15110.9
38,1,1,92518.68,3.12,1,13970,22918.84
27,0,0,109475.38,3.09,0,14006,26668.93
29,0,0,68114.44,3.07,0,12823,17919.68
44,0,0,109318.02,3.1,0,13921,21388.76
26,0,1,74786.06,3.14,0,11857,26426.11
29,0,0,98008.92,2.86,1,13951,21268.62
58,1,0,77370.03,2.79,0,13259,22830.43
34,1,1,91073.61,3.05,0,14648,16141.95
40,1,1,81920.76,2.98,0,14689,22079.66
47,0,0,88686.54,2.97,0,12185,18999.62
32,1,1,78820.85,3.06,0,14127,15159.41
44,1,0,71685.72,3.07,1,12411,15955.02
46,0,1,76949.16,3.0,0,15025,21784.47
37,0,0,91219.04,2.95,0,14055,13805.79
46,1,0,82287.63,3.03,0,15008,20571.58
49,1,0,115752.37,3.15,0,15123,24907.28
27,0,0,57874.98,3.13,0,11948,14499.32
44,1,0,83491.38,3.01,0,13765,23612.8
51,0,0,62437.49,3.09,0,12244,11140.64
49,1,0,58759.93,3.03,0,11783,22049.83
48,0,0,132400.82,2.91,0,14532,25271.17
62,0,0,71867.86,3.02,0,12707,16467.08
60,0,0,94080.03,3.09,1,11793,27242.15
45,1,0,105244.24,2.83,0,14968,14172.29
41,0,0,142036.82,2.97,1,14862,24063.96
28,1,0,56773.9,3.21,0,11645,18147.95
27,0,0,72862.45,3.02,0,11557,24926.84
34,0,0,76792.37,2.96,1,12211,10581.59
46,1,0,70621.65,3.25,0,12513,10896.85
32,1,0,64997.85,2.83,0,13314,12452.68
39,0,0,73173.77,2.99,0,13671,10946.48
59,1,0,89176.25,3.11,0,13265,12620.69
43,1,0,68602.31,2.96,0,12653,13806.14
38,1,0,94964.42,3.06,1,14087,16590.82
26,0,0,63068.8,3.06,0,11569,15752.27
38,1,0,89576.71,3.1,0,12935,26261.99
37,1,1,76153.18,2.94,0,13092,17829.75
31,0,1,57001.86,3.17,0,10292,30899.27
32,0,0,83437.14,2.88,1,12278,17087.79
50,0,0,104014.04,3.0,0,13754,15743.76
34,0,0,74330.03,2.96,0,12854,16374.28
58,1,0,77843.03,3.16,1,11409,29250.56
33,1,0,64745.74,2.88,0,11295,29270.72
28,1,1,86969.62,2.89,0,13969,28449.93
31,0,1,56407.76,3.22,0,12678,17721.19
57,0,0,87504.07,3.16,0,13001,23868.6
53,1,0,113725.35,3.0,0,15145,18797.36
44,0,0,112580.64,3.08,0,13136,31634.95
27,0,1,48667.8,2.84,0,11559,8784.23
50,0,0,76592.05,2.86,0,15330,13179.46
61,1,0,81160.54,3.04,0,12026,22826.4
25,0,0,77471.02,3.05,1,14203,14826.8
48,1,1,95833.4,2.98,0,16425,13768.26
53,0,1,88073.66,3.13,0,12338,31260.05
35,0,0,57571.95,3.03,0,11594,16091.66
61,1,0,82596.25,3.2,1,10760,30911.48
34,1,0,52384.48,2.94,1,15043,11954.47
32,1,1,95809.63,3.03,0,13604,31085.65
24,1,0,49970.77,3.09,0,12552,8877.64
43,1,1,109054.13,3.07,0,14012,28726.3
37,0,0,107860.76,3.13,0,13329,23835.71
35,0,0,111526.96,2.99,0,13266,24475.2
53,0,0,88371.99,3.0,0,12659,25683.17
42,0,0,74448.7,2.89,1,13945,16555.25
32,0,0,86776.29,2.97,0,12839,19236.05
41,1,0,94487.66,3.2,1,13626,16651.27
53,0,1,104813.78,3.03,1,14146,29494.03
42,1,0,61028.65,2.85,0,11622,16411.15
30,1,0,70719.06,3.16,0,12068,27179.47
33,0,0,105077.19,3.21,0,13588,20489.94
50,1,0,104972.58,3.12,0,14349,22188.57
29,0,1,81279.2,2.98,0,13084,28556.21
31,1,0,91937.66,3.13,0,11672,42952.67
60,0,0,66090.72,3.05,1,12203,20507.06
42,0,1,102353.81,2.92,0,14873,21951.42
32,0,0,106042.08,2.78,0,12745,24954.93
43,0,1,74881.21,2.9,0,13226,11075.38
46,1,0,73374.8,2.95,0,12608,22784.88
42,0,0,65730.57,2.98,1,10117,36759.16
27,0,0,88845.17,3.1,1,13733,19403.37
51,0,1,68638.79,2.85,1,11976,27101.81
45,1,0,75632.55,3.16,0,12506,17924.07
25,0,0,64967.15,2.96,0,11704,17505.47
41,1,0,71015.9,2.99,1,12298,17319.17
40,0,0,76985.76,3.02,0,11838,28437.14
36,0,0,65553.43,3.01,0,12117,12897.71
44,1,0,102828.22,2.96,1,13277,25198.39
44,0,1,70120.99,2.96,1,12364,34142.3
53,0,0,103103.37,3.01,1,13662,32362.45
41,0,1,96989.31,2.83,0,16533,24265.1
36,1,0,66081.82,3.13,1,11334,22477.29
50,0,0,146907.84,2.89,1,15664,25957.49
31,1,0,80128.65,2.91,0,10928,38336.76
37,0,1,96140.72,3.0,0,15252,14991.49
30,0,0,61631.77,2.93,0,11967,13707.94
33,0,0,115155.78,2.94,0,15709,17408.25
33,0,0,90408.84,3.0,1,13505,20319.29
35,0,0,72091.71,2.98,1,12124,16708.98
44,1,0,85270.4,2.96,0,12712,21748.57
33,1,1,85939.05,3.14,1,14518,15309.99
27,0,1,72097.78,3.05,0,13611,20082.01
50,1,1,108283.93,2.74,0,16505,16297.59
34,0,1,64346.13,2.96,0,15090,12004.81
46,1,0,81500.28,2.95,1,12464,18975.92
39,0,0,49335.01,3.09,1,10949,15488.5
31,0,1,95802.53,2.99,1,13182,32370.38
31,1,0,68966.73,2.97,0,12182,23435.03
33,1,0,49702.54,2.95,0,13094,20512.17
35,1,0,78714.79,3.12,1,12905,13244.2
37,0,1,79088.73,2.98,1,13051,13352.01
38,1,0,70563.23,3.05,0,12541,16269.41
40,1,0,49046.28,2.99,0,11788,18113.67
57,1,1,68730.61,3.11,0,12278,22574.75
52,0,0,75559.19,3.06,1,10846,23501.86
33,0,0,109461.04,2.98,0,12845,31288.05
32,0,1,50075.94,3.11,0,13099,9362.1
55,1,1,73849.52,3.05,1,13044,28095.6
42,1,0,74912.47,3.07,0,14255,21882.7
36,1,0,97410.41,3.12,1,14495,20867.37
41,1,0,58505.24,2.92,0,11647,22173.63
35,0,0,55182.14,3.08,0,11801,16120.44
53,0,0,80960.64,2.92,0,11611,23554.41
46,1,0,70338.8,3.08,1,11640,29845.49
40,0,0,78186.67,3.04,0,11067,20351.62
42,1,0,92942.84,3.02,1,14635,15314.61
29,0,1,62693.84,3.05,0,13614,12043.3
42,1,0,93998.45,3.06,1,13559,17279.75
45,1,0,72704.33,3.04,1,16613,16596.01
40,1,1,72769.47,2.99,0,13629,21760.25
50,1,1,57345.59,2.91,1,11627,24473.07
45,0,0,57098.29,2.97,0,12095,13023.26
42,0,0,95343.48,3.04,1,14028,23131.4
47,0,0,82059.51,3.2,1,12955,12296.24
41,1,0,47647.98,2.97,0,10918,17097.54
55,1,0,67171.71,2.78,1,15418,20963.06
51,0,0,73906.95,3.12,1,12165,12301.09
41,0,0,63053.17,2.82,0,11635,21585.25
49,0,0,100488.64,2.92,0,12870,24665.26
48,1,0,78588.88,2.83,1,15052,18976.8
46,0,0,97278.41,2.99,0,13181,19291.72
40,1,0,43993.29,2.9,0,10364,29953.71
42,1,0,94225.32,3.0,0,13082,19740.31
45,1,0,66076.58,3.07,1,11468,25293.93
46,0,0,79900.44,2.92,0,12643,14971.47
43,0,0,95663.25,3.16,1,11572,30941.29
62,1,0,95292.62,2.84,1,16354,20767.33
24,1,1,90559.66,2.91,0,14971,19568.51
28,0,0,84860.31,3.14,1,12413,24191.37
32,0,0,94894.99,3.0,0,13556,17046.9
56,1,0,113063.87,3.29,1,12083,40361.31
57,1,0,107036.44,3.16,1,14205,41077.16
47,0,0,106323.79,2.99,1,12026,31236.48
34,1,0,77811.68,3.1,1,13243,18213.05
39,0,0,67643.09,3.0,1,13598,9792.42
43,0,0,91954.12,3.03,1,16519,11965.46
31,0,0,78146.02,3.03,0,12625,17124.72
33,0,0,50816.01,3.02,0,10840,16748.68
34,0,0,144525.44,2.94,1,15185,22240.44
47,0,0,79055.77,2.9,0,14425,19860.79
54,0,0,123596.97,2.97,1,13334,25175.39
46,0,1,90061.74,2.88,0,15374,12821.09
49,1,0,72993.71,2.82,1,12021,20216.43
34,0,0,74131.75,2.96,0,13320,16360.46
27,0,1,71352.24,2.98,1,11446,26550.47
36,1,0,99209.8,3.0,0,12655,31556.03
34,1,1,56693.06,2.88,0,14406,10383.99
40,1,1,63209.16,3.04,0,12884,19062.62
51,0,0,92879.0,2.85,1,13055,21237.37
36,0,0,101841.42,2.88,1,12918,27870.01
34,0,0,64781.32,3.12,0,13697,14427.15
50,1,1,62601.19,3.11,0,13763,15555.42
35,0,0,64646.37,2.98,1,11535,20989.66
25,1,1,65182.07,2.98,0,14175,26815.1
40,0,0,71305.18,2.85,0,13357,18472.64
25,1,1,60096.23,3.0,0,13351,16554.78
44,0,0,68989.31,2.96,1,12279,11278.13
44,0,0,64849.65,2.95,1,10985,23569.02
46,1,0,90902.48,2.98,0,11850,26947.44
42,0,0,85629.87,3.11,1,13148,19679.09
45,1,0,80571.54,3.11,1,15209,16301.74
30,0,0,85221.76,2.94,0,13359,17816.32
30,1,1,57823.37,3.11,1,13895,11627.42
48,0,0,85686.64,3.06,1,13134,15345.68
32,1,0,71755.73,3.12,0,13594,15815.29
41,1,1,75617.65,2.87,1,13269,21067.26
42,0,1,84074.34,2.97,0,14372,14682.11
39,1,0,63069.74,2.97,0,11529,23262.43
46,0,1,101192.85,3.02,1,14685,15031.14
38,1,0,87470.28,3.08,1,12345,19199.58
41,1,0,83736.44,2.91,0,16623,16946.92
47,0,0,112775.12,2.9,0,14522,14691.13
44,0,0,82638.45,2.93,0,12169,25593.21
36,1,1,92857.93,2.67,1,14501,24785.31
52,1,0,92551.22,3.06,1,12023,23751.76
46,1,0,53552.36,2.96,1,12213,12211.18
30,1,0,72994.31,3.13,0,14498,21342.19
55,0,0,89043.46,2.94,0,12107,20062.58
35,1,0,60917.43,3.04,0,11523,23263.52
39,0,0,47054.43,3.11,1,11193,21464.9
37,1,0,65582.62,2.7,0,12943,16803.49
32,1,0,84702.86,3.05,0,13754,11979.86
48,1,1,69449.35,3.24,0,12423,16895.69
36,1,0,69443.09,2.98,1,14028,22570.55
50,0,0,86568.03,2.77,0,13717,16739.18
51,0,0,88487.94,2.91,0,12140,23461.8
46,1,0,85797.6,3.22,0,11034,38461.93
41,1,1,91122.16,3.05,0,14704,15687.41
33,0,0,69039.25,3.05,1,11387,19437.59
62,1,0,87397.97,3.02,1,12233,33855.29
32,1,0,93557.44,3.04,0,13715,21147.61
41,0,0,58399.57,2.99,1,12194,7927.6
59,0,0,80796.54,2.9,0,11891,23117.86
42,0,0,92963.21,2.87,0,14858,17242.42
48,0,1,116194.43,3.08,0,14649,15225.35
37,0,0,93411.68,2.85,1,13338,15584.69
39,1,0,89661.96,3.16,1,13636,18242.54
51,1,0,96016.36,2.93,0,14215,14511.69
36,1,0,59135.58,2.94,1,10613,31879.91
37,1,0,83513.51,3.35,1,13860,19328.46
37,1,0,50670.54,2.91,0,12000,13629.95
65,1,0,110916.84,2.89,1,13618,27574.31
50,1,0,103850.65,3.09,1,14659,19923.79
46,0,1,146793.95,3.01,0,16378,21007.45
34,0,0,147478.47,3.3,1,15204,21162.48
57,0,0,97702.79,3.22,0,13346,20269.21
27,0,1,57865.97,2.9,1,12778,13990.59
26,0,0,59005.29,2.89,0,11680,12324.24
53,0,1,78127.96,3.14,0,14512,19563.14
53,1,0,69518.23,3.26,1,12054,17813.06
52,0,0,81444.24,2.98,1,13361,23417.62
33,1,0,104563.94,3.17,0,10981,43093.5
44,1,0,114082.32,2.92,0,15128,24528.07
38,1,1,70956.22,2.94,0,13603,18416.53
43,0,1,65665.98,2.99,1,14970,13952.83
42,1,0,62782.11,2.98,0,12301,12225.95
37,1,1,70454.85,2.87,0,13535,21510.44
32,0,0,65830.55,3.09,1,12754,18917.65
41,1,0,60027.91,2.92,0,10701,30832.11
35,0,0,52238.77,2.87,0,11572,20923.72
35,0,0,48937.6,2.85,1,12610,12821.78
37,0,0,98660.6,2.82,0,12712,32160.66
26,1,1,74002.14,3.13,1,12535,19522.71
44,1,0,92515.82,2.98,1,13362,22589.85
54,0,0,115997.02,3.29,1,12684,31377.25
30,0,1,73837.62,2.99,0,13916,16585.53
31,0,1,65072.02,2.96,0,12577,13853.63
46,1,0,84675.03,2.78,1,14796,22116.14
48,0,0,74530.63,3.05,0,11684,23101.82
53,1,0,89885.09,3.11,1,13550,17230.44
34,1,0,64483.63,2.98,0,12229,24650.84
30,1,0,89039.29,2.84,0,10446,40624.87
28,0,0,87788.78,3.27,1,13780,15932.97
40,0,0,81315.34,2.89,1,11951,20292.84
42,0,0,103026.87,3.02,0,14066,27840.88
48,0,0,110441.38,3.01,1,14436,18730.36
41,0,1,88349.43,3.21,0,14295,12853.58
45,1,1,67004.1,3.16,0,13596,26237.67
42,0,0,92145.09,3.16,1,12555,19251.35
48,0,1,84959.87,3.07,0,14133,15350.67
39,0,0,72743.78,3.0,0,12273,15023.7
40,1,1,109467.04,2.89,0,14994,28744.03
44,1,0,83765.64,3.11,1,13350,21147.07
27,0,0,96733.46,3.07,1,12605,37984.72
36,1,0,136619.32,3.01,1,16691,26322.84
46,0,1,103537.27,3.07,0,13849,15109.78
58,1,0,74220.44,3.23,1,13315,14412.07
32,0,0,84632.16,3.29,0,12695,19506.94
49,0,1,68820.97,3.01,0,11766,21752.46
38,0,1,70900.68,2.99,0,12576,17372.75
55,1,0,55907.52,3.03,0,14532,13150.96
